Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Total,Payment,Rating
B,Mandalay,Normal,Female,Sports and travel,78.78,7,579.03,Credit card,5.9
A,Yangon,Member,Female,Food and beverages,93.35,5,490.09,Cash,9.8
B,Mandalay,Normal,Male,Fashion accessories,13.12,5,68.88,Credit card,4.1
A,Yangon,Normal,Male,Home and lifestyle,98.6,4,414.12,Cash,4.1
C,Naypyitaw,Normal,Male,Health and beauty,13.4,6,84.42,Ewallet,4.8
B,Mandalay,Member,Male,Home and lifestyle,83.0,2,174.3,Credit card,6.4
A,Yangon,Member,Female,Sports and travel,25.56,10,268.38,Ewallet,7.6
B,Mandalay,Member,Female,Health and beauty,80.21,6,505.32,Cash,9.3
B,Mandalay,Normal,Male,Electronic accessories,77.29,10,811.55,Ewallet,7.8
C,Naypyitaw,Normal,Male,Home and lifestyle,57.19,6,360.3,Credit card,7.4
B,Mandalay,Member,Male,Health and beauty,70.63,7,519.13,Cash,8.5
C,Naypyitaw,Member,Male,Sports and travel,36.08,7,265.19,Ewallet,4.8
A,Yangon,Normal,Male,Food and beverages,45.93,2,96.45,Cash,7.0
C,Naypyitaw,Member,Male,Sports and travel,60.34,8,506.86,Cash,7.9
A,Yangon,Member,Male,Health and beauty,33.96,7,249.61,Cash,8.1
C,Naypyitaw,Member,Male,Fashion accessories,47.22,6,297.49,Cash,5.1
B,Mandalay,Member,Female,Electronic accessories,98.89,10,1038.35,Cash,7.7
B,Mandalay,Member,Male,Electronic accessories,71.68,3,225.79,Credit card,9.1
A,Yangon,Member,Male,Food and beverages,93.41,5,490.4,Ewallet,6.1
A,Yangon,Normal,Female,Sports and travel,12.05,4,50.61,Credit card,7.2
A,Yangon,Normal,Female,Food and beverages,75.69,3,238.42,Credit card,8.2
A,Yangon,Normal,Male,Home and lifestyle,25.33,5,132.98,Ewallet,8.7
C,Naypyitaw,Normal,Male,Sports and travel,68.93,1,72.38,Ewallet,6.3
B,Mandalay,Normal,Male,Health and beauty,36.32,7,266.95,Ewallet,9.9
C,Naypyitaw,Member,Female,Sports and travel,88.01,9,831.69,Ewallet,5.1
C,Naypyitaw,Normal,Male,Health and beauty,32.27,9,304.95,Cash,6.0
B,Mandalay,Member,Male,Home and lifestyle,71.59,6,451.02,Credit card,5.8
C,Naypyitaw,Normal,Male,Fashion accessories,33.19,7,243.95,Ewallet,9.7
B,Mandalay,Member,Male,Home and lifestyle,90.75,3,285.86,Ewallet,8.4
C,Naypyitaw,Member,Female,Electronic accessories,61.56,7,452.47,Cash,9.5
B,Mandalay,Normal,Male,Electronic accessories,68.72,10,721.56,Credit card,8.1
A,Yangon,Member,Female,Fashion accessories,73.46,9,694.2,Ewallet,6.6
A,Yangon,Member,Female,Health and beauty,60.16,2,126.34,Ewallet,5.9
A,Yangon,Member,Female,Sports and travel,96.51,5,506.68,Cash,8.5
C,Naypyitaw,Normal,Male,Electronic accessories,19.61,3,61.77,Ewallet,8.6
C,Naypyitaw,Normal,Male,Food and beverages,30.9,1,32.45,Cash,4.5
B,Mandalay,Member,Female,Fashion accessories,68.46,3,215.65,Cash,6.9
A,Yangon,Member,Male,Electronic accessories,12.9,1,13.55,Cash,9.7
A,Yangon,Member,Male,Health and beauty,25.94,8,217.9,Credit card,6.9
B,Mandalay,Normal,Male,Sports and travel,46.44,1,48.76,Credit card,8.4
B,Mandalay,Normal,Female,Food and beverages,94.52,10,992.46,Credit card,7.2
C,Naypyitaw,Member,Male,Sports and travel,51.12,1,53.68,Ewallet,7.1
B,Mandalay,Member,Female,Food and beverages,78.86,1,82.8,Ewallet,5.7
B,Mandalay,Normal,Female,Sports and travel,24.98,5,131.15,Credit card,9.5
C,Naypyitaw,Member,Female,Fashion accessories,50.65,9,478.64,Ewallet,5.1
C,Naypyitaw,Member,Female,Sports and travel,39.11,1,41.07,Ewallet,6.7
C,Naypyitaw,Member,Female,Health and beauty,32.51,3,102.41,Credit card,8.4
A,Yangon,Member,Female,Fashion accessories,42.66,9,403.14,Credit card,6.3
C,Naypyitaw,Member,Female,Food and beverages,44.25,3,139.39,Cash,7.4
C,Naypyitaw,Member,Male,Electronic accessories,26.1,1,27.41,Cash,5.8
C,Naypyitaw,Normal,Female,Fashion accessories,26.26,3,82.72,Ewallet,4.0
B,Mandalay,Member,Female,Sports and travel,86.99,9,822.06,Ewallet,7.6
B,Mandalay,Member,Male,Food and beverages,69.35,8,582.54,Cash,6.7
C,Naypyitaw,Member,Male,Food and beverages,35.03,9,331.03,Ewallet,4.3
A,Yangon,Member,Female,Health and beauty,23.08,1,24.23,Credit card,7.5
C,Naypyitaw,Normal,Female,Health and beauty,14.41,7,105.91,Ewallet,5.0
B,Mandalay,Member,Female,Fashion accessories,62.11,1,65.22,Ewallet,8.6
B,Mandalay,Normal,Female,Health and beauty,78.26,9,739.56,Ewallet,5.8
A,Yangon,Member,Female,Home and lifestyle,57.43,9,542.71,Ewallet,8.2
C,Naypyitaw,Member,Male,Food and beverages,75.68,9,715.18,Ewallet,6.9
C,Naypyitaw,Normal,Female,Food and beverages,86.3,5,453.08,Credit card,7.5
C,Naypyitaw,Normal,Male,Food and beverages,60.64,9,573.05,Credit card,7.8
B,Mandalay,Member,Male,Fashion accessories,36.14,4,151.79,Ewallet,4.7
B,Mandalay,Member,Male,Food and beverages,99.91,7,734.34,Ewallet,6.0
C,Naypyitaw,Member,Male,Fashion accessories,28.11,5,147.58,Cash,8.7
B,Mandalay,Normal,Female,Health and beauty,20.25,6,127.58,Cash,6.4
C,Naypyitaw,Member,Male,Electronic accessories,39.75,6,250.43,Credit card,6.9
B,Mandalay,Member,Male,Sports and travel,23.98,8,201.43,Credit card,9.4
B,Mandalay,Normal,Male,Food and beverages,36.94,6,232.72,Credit card,7.2
A,Yangon,Normal,Female,Health and beauty,97.27,5,510.67,Ewallet,6.0
B,Mandalay,Member,Female,Electronic accessories,63.57,5,333.74,Credit card,9.1
C,Naypyitaw,Member,Female,Sports and travel,17.81,4,74.8,Cash,6.7
B,Mandalay,Member,Female,Electronic accessories,20.1,1,21.11,Ewallet,9.5
B,Mandalay,Member,Female,Food and beverages,23.87,6,150.38,Cash,8.4
C,Naypyitaw,Normal,Female,Electronic accessories,79.25,2,166.43,Credit card,8.1
A,Yangon,Member,Male,Sports and travel,44.88,9,424.12,Ewallet,4.0
A,Yangon,Member,Female,Sports and travel,90.03,2,189.06,Credit card,8.6
C,Naypyitaw,Normal,Male,Food and beverages,78.26,4,328.69,Cash,5.2
B,Mandalay,Normal,Female,Sports and travel,70.4,5,369.6,Ewallet,4.9
A,Yangon,Member,Male,Electronic accessories,58.83,9,555.94,Cash,5.6
C,Naypyitaw,Normal,Male,Electronic accessories,16.41,10,172.31,Cash,7.2
A,Yangon,Member,Male,Sports and travel,91.3,1,95.86,Ewallet,6.3
A,Yangon,Normal,Female,Electronic accessories,73.42,10,770.91,Credit card,9.0
C,Naypyitaw,Normal,Female,Home and lifestyle,39.91,4,167.62,Credit card,8.6
C,Naypyitaw,Member,Female,Food and beverages,21.86,8,183.62,Ewallet,6.7
C,Naypyitaw,Normal,Female,Electronic accessories,95.27,3,300.1,Credit card,5.5
B,Mandalay,Normal,Male,Fashion accessories,92.55,6,583.06,Cash,6.7
A,Yangon,Member,Female,Health and beauty,41.63,8,349.69,Ewallet,5.7
B,Mandalay,Member,Male,Sports and travel,83.58,2,175.52,Cash,7.3
A,Yangon,Normal,Female,Sports and travel,63.15,4,265.23,Credit card,5.5
A,Yangon,Normal,Female,Health and beauty,40.66,10,426.93,Cash,8.7
B,Mandalay,Normal,Male,Electronic accessories,69.64,2,146.24,Credit card,9.6
C,Naypyitaw,Normal,Male,Food and beverages,63.65,6,401.0,Credit card,4.6
B,Mandalay,Member,Female,Sports and travel,16.26,2,34.15,Credit card,8.9
B,Mandalay,Normal,Female,Fashion accessories,69.41,2,145.76,Ewallet,8.9
C,Naypyitaw,Member,Male,Fashion accessories,23.43,9,221.41,Cash,6.3
C,Naypyitaw,Normal,Male,Electronic accessories,71.34,6,449.44,Cash,7.4
C,Naypyitaw,Normal,Female,Fashion accessories,98.43,6,620.11,Ewallet,7.5
C,Naypyitaw,Normal,Male,Home and lifestyle,15.62,9,147.61,Ewallet,4.0
C,Naypyitaw,Normal,Male,Home and lifestyle,87.91,4,369.22,Cash,8.2
B,Mandalay,Normal,Female,Sports and travel,44.34,9,419.01,Ewallet,8.0
B,Mandalay,Member,Male,Food and beverages,44.61,6,281.04,Cash,4.9
C,Naypyitaw,Member,Male,Health and beauty,16.46,1,17.28,Ewallet,8.3
B,Mandalay,Normal,Male,Health and beauty,22.35,7,164.27,Cash,9.4
C,Naypyitaw,Normal,Male,Sports and travel,55.85,9,527.78,Cash,6.3
A,Yangon,Member,Female,Food and beverages,10.67,8,89.63,Credit card,5.4
C,Naypyitaw,Normal,Female,Food and beverages,61.87,1,64.96,Ewallet,7.4
C,Naypyitaw,Normal,Male,Food and beverages,53.34,2,112.01,Ewallet,8.4
C,Naypyitaw,Normal,Female,Food and beverages,17.04,10,178.92,Ewallet,5.5
C,Naypyitaw,Member,Female,Food and beverages,14.75,6,92.92,Credit card,8.7
B,Mandalay,Normal,Female,Food and beverages,76.04,7,558.89,Cash,9.8
B,Mandalay,Normal,Male,Health and beauty,72.55,10,761.77,Credit card,5.8
C,Naypyitaw,Normal,Male,Fashion accessories,52.58,3,165.63,Credit card,4.3
B,Mandalay,Member,Female,Sports and travel,17.43,9,164.71,Ewallet,9.1
B,Mandalay,Normal,Male,Food and beverages,35.29,5,185.27,Ewallet,8.4
C,Naypyitaw,Member,Male,Fashion accessories,50.2,3,158.13,Cash,8.7
A,Yangon,Normal,Male,Food and beverages,87.58,6,551.75,Ewallet,9.8
C,Naypyitaw,Member,Female,Sports and travel,79.33,4,333.19,Credit card,6.6
C,Naypyitaw,Member,Male,Food and beverages,76.09,6,479.37,Ewallet,7.9
A,Yangon,Member,Male,Sports and travel,45.89,5,240.92,Cash,8.5
C,Naypyitaw,Member,Female,Fashion accessories,73.5,8,617.4,Cash,4.9
B,Mandalay,Member,Female,Sports and travel,44.38,6,279.59,Credit card,8.1
A,Yangon,Member,Female,Sports and travel,64.94,5,340.94,Cash,5.6
A,Yangon,Normal,Female,Sports and travel,79.58,4,334.24,Credit card,8.0
A,Yangon,Normal,Male,Home and lifestyle,59.29,1,62.25,Ewallet,4.1
A,Yangon,Member,Female,Home and lifestyle,29.75,5,156.19,Cash,5.2
A,Yangon,Member,Male,Food and beverages,69.09,4,290.18,Credit card,7.8
C,Naypyitaw,Member,Male,Food and beverages,21.69,10,227.75,Ewallet,9.4
C,Naypyitaw,Member,Female,Home and lifestyle,52.03,2,109.26,Credit card,6.7
B,Mandalay,Normal,Female,Home and lifestyle,24.58,2,51.62,Cash,8.7
B,Mandalay,Normal,Female,Health and beauty,33.24,5,174.51,Ewallet,6.6
B,Mandalay,Member,Female,Electronic accessories,68.09,2,142.99,Ewallet,7.2
B,Mandalay,Member,Male,Sports and travel,74.39,2,156.22,Ewallet,4.4
C,Naypyitaw,Normal,Female,Health and beauty,90.69,3,285.67,Credit card,7.8
A,Yangon,Normal,Female,Electronic accessories,73.0,7,536.55,Credit card,4.0
C,Naypyitaw,Normal,Female,Sports and travel,46.35,2,97.34,Credit card,5.4
B,Mandalay,Normal,Male,Food and beverages,58.18,6,366.53,Cash,8.1
B,Mandalay,Member,Male,Home and lifestyle,58.12,6,366.16,Ewallet,9.0
B,Mandalay,Member,Male,Food and beverages,13.54,7,99.52,Credit card,5.1
C,Naypyitaw,Normal,Male,Fashion accessories,72.0,8,604.8,Ewallet,9.3
B,Mandalay,Member,Male,Health and beauty,27.38,10,287.49,Ewallet,6.9
A,Yangon,Normal,Female,Food and beverages,96.85,8,813.54,Ewallet,4.2
A,Yangon,Normal,Male,Sports and travel,20.64,9,195.05,Cash,9.6
C,Naypyitaw,Member,Male,Health and beauty,13.32,3,41.96,Cash,7.9
B,Mandalay,Member,Male,Fashion accessories,68.39,1,71.81,Ewallet,7.8
B,Mandalay,Member,Female,Food and beverages,25.36,10,266.28,Ewallet,8.9
A,Yangon,Member,Female,Food and beverages,81.93,4,344.11,Ewallet,8.8
B,Mandalay,Normal,Female,Home and lifestyle,20.87,10,219.14,Credit card,4.8
A,Yangon,Member,Male,Home and lifestyle,15.69,5,82.37,Ewallet,8.5
A,Yangon,Normal,Male,Sports and travel,31.93,10,335.27,Ewallet,4.8
C,Naypyitaw,Normal,Male,Health and beauty,89.17,2,187.26,Ewallet,4.0
A,Yangon,Normal,Female,Fashion accessories,82.67,8,694.43,Credit card,4.8
A,Yangon,Normal,Female,Sports and travel,31.53,3,99.32,Credit card,8.2
C,Naypyitaw,Member,Female,Food and beverages,95.53,5,501.53,Cash,6.5
C,Naypyitaw,Member,Male,Health and beauty,98.79,2,207.46,Credit card,6.2
C,Naypyitaw,Member,Female,Fashion accessories,69.34,5,364.04,Ewallet,5.2
A,Yangon,Normal,Female,Electronic accessories,24.38,1,25.6,Ewallet,7.9
B,Mandalay,Member,Female,Home and lifestyle,40.09,8,336.76,Ewallet,4.6
A,Yangon,Member,Male,Health and beauty,53.66,2,112.69,Ewallet,9.4
C,Naypyitaw,Normal,Female,Sports and travel,27.89,6,175.71,Ewallet,8.7
B,Mandalay,Member,Male,Electronic accessories,76.4,4,320.88,Cash,9.3
A,Yangon,Normal,Female,Health and beauty,90.14,3,283.94,Ewallet,9.6
B,Mandalay,Member,Female,Home and lifestyle,22.28,4,93.58,Credit card,6.2
B,Mandalay,Member,Female,Electronic accessories,12.89,10,135.34,Ewallet,5.7
A,Yangon,Normal,Female,Sports and travel,25.41,6,160.08,Ewallet,9.3
C,Naypyitaw,Member,Male,Food and beverages,97.31,4,408.7,Ewallet,6.5
C,Naypyitaw,Normal,Male,Food and beverages,52.61,8,441.92,Cash,4.1
B,Mandalay,Member,Male,Home and lifestyle,49.08,4,206.14,Credit card,9.7
C,Naypyitaw,Member,Female,Health and beauty,13.61,8,114.32,Credit card,8.6
A,Yangon,Normal,Female,Sports and travel,82.87,2,174.03,Cash,7.0
A,Yangon,Member,Female,Electronic accessories,21.94,5,115.19,Ewallet,7.9
A,Yangon,Member,Female,Fashion accessories,37.44,8,314.5,Credit card,8.5
A,Yangon,Normal,Female,Electronic accessories,88.68,7,651.8,Ewallet,8.7
B,Mandalay,Normal,Male,Fashion accessories,16.36,6,103.07,Credit card,4.2
B,Mandalay,Normal,Male,Fashion accessories,17.29,6,108.93,Credit card,9.6
C,Naypyitaw,Normal,Male,Health and beauty,44.47,8,373.55,Credit card,4.2
B,Mandalay,Member,Male,Food and beverages,73.84,4,310.13,Ewallet,9.9
A,Yangon,Member,Female,Fashion accessories,94.52,10,992.46,Credit card,5.3
C,Naypyitaw,Member,Female,Home and lifestyle,90.81,9,858.15,Credit card,6.5
A,Yangon,Member,Female,Home and lifestyle,50.72,9,479.3,Credit card,9.0
B,Mandalay,Normal,Female,Food and beverages,43.13,2,90.57,Ewallet,9.4
B,Mandalay,Member,Male,Sports and travel,90.82,5,476.81,Ewallet,4.7
B,Mandalay,Member,Male,Sports and travel,23.54,4,98.87,Credit card,9.7
A,Yangon,Normal,Female,Fashion accessories,58.73,3,185.0,Cash,6.1
B,Mandalay,Member,Female,Electronic accessories,15.67,4,65.81,Credit card,7.9
B,Mandalay,Normal,Female,Sports and travel,63.4,9,599.13,Credit card,6.7
B,Mandalay,Member,Female,Electronic accessories,81.03,4,340.33,Cash,6.2
B,Mandalay,Member,Male,Home and lifestyle,35.59,3,112.11,Credit card,9.5
C,Naypyitaw,Normal,Male,Electronic accessories,85.54,3,269.45,Ewallet,5.4
A,Yangon,Normal,Male,Sports and travel,33.44,3,105.34,Ewallet,7.4
A,Yangon,Normal,Female,Electronic accessories,43.56,9,411.64,Ewallet,7.2
A,Yangon,Member,Female,Sports and travel,79.17,8,665.03,Cash,4.9
C,Naypyitaw,Normal,Female,Sports and travel,90.64,10,951.72,Credit card,4.9
C,Naypyitaw,Normal,Female,Fashion accessories,20.11,8,168.92,Ewallet,4.8
C,Naypyitaw,Member,Female,Health and beauty,46.15,4,193.83,Cash,6.1
B,Mandalay,Member,Male,Food and beverages,57.38,5,301.25,Ewallet,4.1
C,Naypyitaw,Normal,Male,Food and beverages,45.5,8,382.2,Cash,7.6
C,Naypyitaw,Member,Female,Sports and travel,23.32,7,171.4,Cash,6.3
A,Yangon,Normal,Female,Home and lifestyle,37.73,8,316.93,Credit card,4.5
C,Naypyitaw,Normal,Female,Sports and travel,35.98,7,264.45,Credit card,9.4
A,Yangon,Member,Male,Electronic accessories,37.29,9,352.39,Cash,4.4
C,Naypyitaw,Normal,Male,Health and beauty,46.85,5,245.96,Cash,5.0
B,Mandalay,Member,Male,Electronic accessories,84.91,5,445.78,Credit card,6.9
B,Mandalay,Normal,Female,Food and beverages,76.59,4,321.68,Ewallet,8.7
A,Yangon,Normal,Female,Fashion accessories,85.08,8,714.67,Ewallet,7.9
B,Mandalay,Normal,Male,Sports and travel,91.61,4,384.76,Ewallet,4.7
B,Mandalay,Normal,Male,Food and beverages,77.1,10,809.55,Cash,7.4
B,Mandalay,Normal,Male,Home and lifestyle,56.13,10,589.37,Ewallet,9.1
A,Yangon,Member,Male,Home and lifestyle,51.49,3,162.19,Cash,5.0
B,Mandalay,Normal,Female,Fashion accessories,92.09,6,580.17,Ewallet,5.7
C,Naypyitaw,Member,Male,Fashion accessories,26.49,2,55.63,Credit card,8.5
C,Naypyitaw,Normal,Female,Fashion accessories,81.99,5,430.45,Credit card,8.2
B,Mandalay,Member,Female,Electronic accessories,11.16,9,105.46,Cash,6.2
B,Mandalay,Normal,Female,Electronic accessories,19.22,3,60.54,Credit card,5.3
A,Yangon,Member,Female,Sports and travel,92.44,2,194.12,Ewallet,9.5
B,Mandalay,Normal,Female,Fashion accessories,42.63,8,358.09,Credit card,7.1
B,Mandalay,Member,Female,Health and beauty,77.0,2,161.7,Ewallet,4.8
C,Naypyitaw,Member,Male,Home and lifestyle,21.28,3,67.03,Ewallet,6.5
A,Yangon,Member,Male,Sports and travel,78.16,1,82.07,Ewallet,4.6
C,Naypyitaw,Member,Female,Health and beauty,91.77,1,96.36,Ewallet,5.8
A,Yangon,Member,Male,Food and beverages,28.49,4,119.66,Ewallet,8.0
A,Yangon,Member,Male,Fashion accessories,94.77,10,995.08,Cash,6.1
C,Naypyitaw,Member,Male,Health and beauty,83.76,1,87.95,Credit card,5.3
A,Yangon,Normal,Male,Food and beverages,10.39,2,21.82,Ewallet,9.5
C,Naypyitaw,Normal,Female,Fashion accessories,63.04,8,529.54,Credit card,9.7
A,Yangon,Normal,Female,Sports and travel,29.28,4,122.98,Cash,4.7
B,Mandalay,Member,Female,Health and beauty,56.78,8,476.95,Cash,8.2
C,Naypyitaw,Member,Male,Home and lifestyle,54.43,7,400.06,Cash,6.7
C,Naypyitaw,Normal,Female,Electronic accessories,59.85,5,314.21,Cash,5.1
A,Yangon,Normal,Female,Electronic accessories,11.15,8,93.66,Credit card,4.6
B,Mandalay,Member,Male,Electronic accessories,45.53,10,478.07,Ewallet,8.4
A,Yangon,Member,Female,Electronic accessories,40.48,10,425.04,Cash,4.7
B,Mandalay,Normal,Female,Fashion accessories,78.94,10,828.87,Cash,8.5
C,Naypyitaw,Normal,Female,Sports and travel,70.0,7,514.5,Cash,7.1
A,Yangon,Normal,Male,Health and beauty,32.56,8,273.5,Ewallet,7.8
A,Yangon,Member,Male,Fashion accessories,14.76,2,31.0,Cash,8.1
A,Yangon,Normal,Female,Electronic accessories,37.25,10,391.12,Ewallet,8.6
C,Naypyitaw,Normal,Female,Electronic accessories,36.42,8,305.93,Cash,7.0
C,Naypyitaw,Normal,Male,Health and beauty,99.16,2,208.24,Cash,6.7
B,Mandalay,Normal,Female,Health and beauty,12.96,9,122.47,Credit card,9.2
B,Mandalay,Member,Female,Sports and travel,22.1,7,162.44,Cash,8.6
C,Naypyitaw,Normal,Female,Sports and travel,60.6,3,190.89,Credit card,4.3
B,Mandalay,Normal,Female,Food and beverages,70.88,5,372.12,Cash,4.4
C,Naypyitaw,Member,Male,Home and lifestyle,41.4,10,434.7,Ewallet,8.6
C,Naypyitaw,Normal,Female,Health and beauty,48.53,6,305.74,Cash,6.1
C,Naypyitaw,Member,Male,Electronic accessories,68.33,10,717.47,Ewallet,9.5
A,Yangon,Normal,Male,Home and lifestyle,25.28,9,238.9,Cash,4.2
C,Naypyitaw,Normal,Female,Home and lifestyle,11.84,8,99.46,Credit card,4.1
B,Mandalay,Normal,Female,Home and lifestyle,61.53,8,516.85,Ewallet,8.1
A,Yangon,Normal,Female,Food and beverages,83.03,6,523.09,Ewallet,7.7
B,Mandalay,Normal,Male,Sports and travel,67.19,2,141.1,Credit card,5.3
B,Mandalay,Member,Female,Food and beverages,46.18,4,193.96,Credit card,8.5
A,Yangon,Member,Female,Home and lifestyle,16.05,9,151.67,Cash,6.6
B,Mandalay,Member,Female,Food and beverages,82.37,7,605.42,Credit card,7.2
A,Yangon,Normal,Female,Home and lifestyle,66.25,8,556.5,Credit card,8.6
A,Yangon,Member,Male,Food and beverages,54.93,8,461.41,Cash,9.6
C,Naypyitaw,Normal,Male,Food and beverages,28.06,8,235.7,Ewallet,5.4
C,Naypyitaw,Normal,Female,Sports and travel,38.68,2,81.23,Credit card,5.2
B,Mandalay,Normal,Female,Fashion accessories,24.45,10,256.73,Ewallet,6.4
A,Yangon,Member,Male,Health and beauty,32.1,5,168.53,Cash,6.9
B,Mandalay,Normal,Male,Electronic accessories,24.34,3,76.67,Ewallet,5.6
B,Mandalay,Member,Male,Fashion accessories,53.73,1,56.42,Ewallet,9.2
A,Yangon,Normal,Female,Health and beauty,91.05,7,669.22,Cash,8.0
A,Yangon,Normal,Male,Electronic accessories,20.07,9,189.66,Ewallet,7.1
C,Naypyitaw,Normal,Female,Health and beauty,31.43,2,66.0,Cash,6.0
C,Naypyitaw,Normal,Male,Sports and travel,29.62,2,62.2,Ewallet,5.3
B,Mandalay,Normal,Female,Home and lifestyle,87.66,1,92.04,Cash,7.2
C,Naypyitaw,Member,Female,Food and beverages,48.14,4,202.19,Cash,9.3
A,Yangon,Normal,Female,Fashion accessories,43.1,5,226.28,Ewallet,7.9
C,Naypyitaw,Member,Male,Fashion accessories,92.57,4,388.79,Cash,7.3
B,Mandalay,Normal,Male,Food and beverages,88.03,8,739.45,Cash,4.0
B,Mandalay,Normal,Female,Health and beauty,94.27,4,395.93,Cash,5.3
A,Yangon,Normal,Female,Fashion accessories,46.57,1,48.9,Cash,9.2
B,Mandalay,Normal,Female,Home and lifestyle,74.56,2,156.58,Ewallet,8.2
C,Naypyitaw,Member,Female,Sports and travel,64.19,9,606.6,Credit card,6.0
C,Naypyitaw,Member,Male,Fashion accessories,67.74,8,569.02,Credit card,4.8
B,Mandalay,Member,Female,Home and lifestyle,61.82,2,129.82,Ewallet,5.5
C,Naypyitaw,Member,Female,Home and lifestyle,50.63,3,159.48,Cash,5.0
C,Naypyitaw,Normal,Female,Electronic accessories,17.6,6,110.88,Ewallet,6.4
B,Mandalay,Member,Male,Health and beauty,93.08,10,977.34,Credit card,5.4
A,Yangon,Normal,Male,Home and lifestyle,73.11,3,230.3,Ewallet,6.4
B,Mandalay,Normal,Male,Health and beauty,96.22,3,303.09,Credit card,4.7
C,Naypyitaw,Normal,Female,Fashion accessories,54.47,4,228.77,Credit card,5.2
B,Mandalay,Normal,Female,Sports and travel,21.72,4,91.22,Credit card,5.3
B,Mandalay,Member,Female,Electronic accessories,46.77,3,147.33,Ewallet,5.7
B,Mandalay,Member,Female,Electronic accessories,43.27,8,363.47,Ewallet,4.1
A,Yangon,Normal,Female,Fashion accessories,29.1,7,213.89,Credit card,6.5
C,Naypyitaw,Normal,Male,Health and beauty,60.13,1,63.14,Cash,9.6
B,Mandalay,Normal,Male,Health and beauty,32.83,10,344.71,Cash,5.8
B,Mandalay,Normal,Male,Food and beverages,13.7,3,43.15,Cash,5.0
B,Mandalay,Normal,Female,Electronic accessories,18.07,9,170.76,Cash,4.9
A,Yangon,Normal,Male,Electronic accessories,54.93,5,288.38,Credit card,6.2
B,Mandalay,Normal,Female,Food and beverages,84.66,5,444.46,Credit card,5.9
A,Yangon,Normal,Female,Electronic accessories,60.01,8,504.08,Ewallet,5.1
A,Yangon,Member,Male,Health and beauty,52.32,3,164.81,Credit card,6.8
A,Yangon,Normal,Male,Sports and travel,42.09,9,397.75,Cash,6.7
A,Yangon,Member,Male,Home and lifestyle,18.42,5,96.71,Ewallet,9.0
C,Naypyitaw,Normal,Male,Food and beverages,99.82,1,104.81,Credit card,8.6
A,Yangon,Normal,Male,Electronic accessories,79.14,2,166.19,Cash,4.2
C,Naypyitaw,Member,Female,Home and lifestyle,63.13,2,132.57,Cash,4.9
A,Yangon,Normal,Female,Sports and travel,66.55,5,349.39,Credit card,7.9
B,Mandalay,Member,Female,Home and lifestyle,95.27,10,1000.33,Ewallet,5.3
A,Yangon,Normal,Female,Health and beauty,76.94,9,727.08,Credit card,6.3
B,Mandalay,Normal,Male,Electronic accessories,96.85,7,711.85,Ewallet,4.1
A,Yangon,Member,Female,Sports and travel,35.64,3,112.27,Ewallet,5.8
B,Mandalay,Normal,Male,Home and lifestyle,69.9,6,440.37,Credit card,5.2
B,Mandalay,Normal,Female,Home and lifestyle,60.68,7,446.0,Ewallet,8.5
B,Mandalay,Member,Female,Fashion accessories,48.34,1,50.76,Credit card,6.1
B,Mandalay,Member,Male,Sports and travel,57.46,9,543.0,Ewallet,5.7
B,Mandalay,Member,Female,Home and lifestyle,23.37,3,73.62,Credit card,9.4
A,Yangon,Normal,Female,Food and beverages,14.3,2,30.03,Ewallet,7.1
C,Naypyitaw,Normal,Female,Health and beauty,51.82,10,544.11,Cash,6.1
C,Naypyitaw,Member,Male,Health and beauty,76.65,8,643.86,Ewallet,8.7
B,Mandalay,Member,Male,Sports and travel,88.91,5,466.78,Cash,7.5
B,Mandalay,Normal,Female,Home and lifestyle,97.0,3,305.55,Ewallet,5.1
C,Naypyitaw,Normal,Male,Sports and travel,58.09,1,60.99,Cash,4.7
A,Yangon,Normal,Female,Fashion accessories,46.46,10,487.83,Credit card,6.9
C,Naypyitaw,Normal,Female,Home and lifestyle,17.89,3,56.35,Ewallet,5.1
A,Yangon,Member,Male,Electronic accessories,53.3,3,167.89,Credit card,5.5
C,Naypyitaw,Member,Male,Home and lifestyle,79.27,3,249.7,Cash,6.5
A,Yangon,Member,Male,Fashion accessories,73.23,8,615.13,Cash,4.1
B,Mandalay,Member,Male,Home and lifestyle,61.25,7,450.19,Ewallet,6.0
A,Yangon,Normal,Female,Sports and travel,76.34,10,801.57,Credit card,7.3
B,Mandalay,Member,Female,Sports and travel,53.75,10,564.38,Credit card,7.7
C,Naypyitaw,Normal,Male,Fashion accessories,15.46,1,16.23,Cash,7.5
C,Naypyitaw,Member,Female,Fashion accessories,47.54,8,399.34,Ewallet,7.0
C,Naypyitaw,Normal,Female,Fashion accessories,49.26,3,155.17,Cash,8.4
B,Mandalay,Normal,Female,Electronic accessories,55.69,10,584.75,Credit card,6.0
C,Naypyitaw,Normal,Male,Home and lifestyle,75.07,7,551.76,Cash,9.0
C,Naypyitaw,Normal,Female,Electronic accessories,65.97,5,346.34,Credit card,8.5
